Data Name,Data Name Link,Data Source,Data Source Link
Employment-to-population ratio,https://data.un.org/Data.aspx?q=africa&d=GenderStat&f=inID%3a101%3bcrID%3a79,Gender Info,javascript:;
Gross outbound enrolment ratio,https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aED_FSOPTP%3bref_area%3aZAF,UIS Data Centre,javascript:;
Number of other health workers,https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3aHRH_23%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
"Mental hospitals (per 100,000)",https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3aMH_17%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
"Beef and Buffalo Meat, primary",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a1806%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Income share held by third 20%,https://data.un.org/Data.aspx?q=africa&d=WDI&f=Indicator_Code%3aSI.DST.03RD.20%3bCountry_Code%3aZAF,World Development Indicators,javascript:;
Packaging paper and paperboard,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a2043%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
White spirit/industrial spirit,https://data.un.org/Data.aspx?q=africa&d=ICS&f=cmID%3a33350-0%3bcrID%3a710,Industrial Commodity Statistics Database,javascript:;
School life expectancy ISCED 1,https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aSLE_1%3bref_area%3aZAF,UIS Data Centre,javascript:;
Prevalence of low birthweight (percent),https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a21049%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
"Other vegetables, fresh n.e.c.",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a463%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Temporary meadows and pastures,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a6633%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Permanent meadows and pastures,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a6655%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
"Other fibre crops, raw, n.e.c.",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a821%3bcountryCode%3a202%2c5100%2c5101%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
External debt stocks (% of GNI),https://data.un.org/Data.aspx?q=africa&d=WDI&f=Indicator_Code%3aDT.DOD.DECT.GN.ZS%3bCountry_Code%3aMNA%2cSSA%2cZAF,World Development Indicators,javascript:;
Female/male ratio of population,https://data.un.org/Data.aspx?q=africa&d=GenderStat&f=inID%3a10%3bcrID%3a79,Gender Info,javascript:;
"Meat of goat, fresh or chilled (indigenous)",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a1032%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
"Meat of ducks, fresh or chilled",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a1069%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
"Meat of geese, fresh or chilled",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a1073%3bcountryCode%3a202%2c5100%2c5101%2c5103%2c5104,FAOSTAT,javascript:;
"Meat of asses, fresh or chilled",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a1108%3bcountryCode%3a5100%2c5104%2c5105,FAOSTAT,javascript:;
Population (in thousands) total,https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3aWHS9_86%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
Infections averted due to PMTCT,https://data.un.org/Data.aspx?q=africa&d=UNAIDS&f=inID%3a44%3bcrID%3a204%2c278%2c281%2c901%2c902,UNAIDS Data,javascript:;
Enrolment in tertiary education,https://data.un.org/Data.aspx?q=africa&d=GenderStat&f=inID%3a65%3bcrID%3a79,Gender Info,javascript:;
Central government - gross debt,https://data.un.org/Data.aspx?q=africa&d=IFS&f=SeriesCode%3acN%3bCountryCode%3a199,International Financial Statistics,javascript:;
Labour force participation rate,https://data.un.org/Data.aspx?q=africa&d=GenderStat&f=inID%3a106%3bcrID%3a79,Gender Info,javascript:;
Percent employed in agriculture,https://data.un.org/Data.aspx?q=africa&d=GenderStat&f=inID%3a111%3bcrID%3a79,Gender Info,javascript:;
Number of laboratory scientists,https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3aHRH_13%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
Lifetime risk of maternal death,https://data.un.org/Data.aspx?q=africa&d=SOWC&f=inID%3a132%3bcrID%3a483%2c484%2c485%2c494%2c535,The State of the World’s Children,javascript:;
Number of personal care workers,https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3aHRH_18%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
"Twine, cordage, rope and cables",https://data.un.org/Data.aspx?q=africa&d=ICS&f=cmID%3a27310-0%3bcrID%3a710,Industrial Commodity Statistics Database,javascript:;
Military expenditure (% of GDP),https://data.un.org/Data.aspx?q=africa&d=WDI&f=Indicator_Code%3aMS.MIL.XPND.GD.ZS%3bCountry_Code%3aAFE%2cAFW%2cMEA%2cMNA%2cSSA%2cSSF%2cTMN%2cTSS%2cZAF,World Development Indicators,javascript:;
Income share held by second 20%,https://data.un.org/Data.aspx?q=africa&d=WDI&f=Indicator_Code%3aSI.DST.02ND.20%3bCountry_Code%3aZAF,World Development Indicators,javascript:;
Income share held by fourth 20%,https://data.un.org/Data.aspx?q=africa&d=WDI&f=Indicator_Code%3aSI.DST.04TH.20%3bCountry_Code%3aZAF,World Development Indicators,javascript:;
Income share held by lowest 10%,https://data.un.org/Data.aspx?q=africa&d=WDI&f=Indicator_Code%3aSI.DST.FRST.10%3bCountry_Code%3aZAF,World Development Indicators,javascript:;
Income share held by lowest 20%,https://data.un.org/Data.aspx?q=africa&d=WDI&f=Indicator_Code%3aSI.DST.FRST.20%3bCountry_Code%3aZAF,World Development Indicators,javascript:;
Average fat supply (g/cap/day) (3-year average),https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a21061%3bcountryCode%3a202%2c420%2c429%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105%2c5308%2c5810,FAOSTAT,javascript:;
"Mangoes, guavas and mangosteens",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a571%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Natural rubber in primary forms,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a836%3bcountryCode%3a5100%2c5102%2c5105,FAOSTAT,javascript:;
"Meat of sheep, fresh or chilled",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a977%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
"Meat of sheep, fresh or chilled (indigenous)",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a1012%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Number of distribution companies,https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aC_F_220035%3bref_area%3aZAF,UIS Data Centre,javascript:;
Literacy rate of 15-24 year-olds,https://data.un.org/Data.aspx?q=africa&d=SOWC&f=inID%3a10%3bcrID%3a483%2c484%2c485%2c494%2c535,The State of the World’s Children,javascript:;
Under-five mortality rate (U5MR),https://data.un.org/Data.aspx?q=africa&d=SOWC&f=inID%3a17%3bcrID%3a483%2c484%2c485%2c494%2c535,The State of the World’s Children,javascript:;
Direct use of solar thermal heat,https://data.un.org/Data.aspx?q=africa&d=EDATA&f=cmID%3aDS%3bcrID%3a710,Energy Statistics Database,javascript:;
"Meat of ducks, fresh or chilled (indigenous)",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a1070%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
"Meat of geese, fresh or chilled (indigenous)",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a1077%3bcountryCode%3a202%2c5100%2c5101%2c5103%2c5104,FAOSTAT,javascript:;
"Natural phosphates, P2O5 content",https://data.un.org/Data.aspx?q=africa&d=ICS&f=cmID%3a16110-1%3bcrID%3a710,Industrial Commodity Statistics Database,javascript:;
Condom use at last high-risk sex,https://data.un.org/Data.aspx?q=africa&d=SOWC&f=inID%3a30%3bcrID%3a483%2c484%2c535,The State of the World’s Children,javascript:;
"Barytes, whether or not calcined",https://data.un.org/Data.aspx?q=africa&d=ICS&f=cmID%3a16190-2%3bcrID%3a710,Industrial Commodity Statistics Database,javascript:;
Condom use at last high-risk sex,https://data.un.org/Data.aspx?q=africa&d=GenderStat&f=inID%3a34%3bcrID%3a79,Gender Info,javascript:;
"Meat of asses, fresh or chilled (indigenous)",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a1122%3bcountryCode%3a5100%2c5104%2c5105,FAOSTAT,javascript:;
"Meat of camels, fresh or chilled",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a1127%3bcountryCode%3a5100%2c5101%2c5102%2c5103%2c5105,FAOSTAT,javascript:;
Literacy rate of 15-24 year-olds,https://data.un.org/Data.aspx?q=africa&d=GenderStat&f=inID%3a50%3bcrID%3a79,Gender Info,javascript:;
Total fertility rate (per woman),https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3aWHS9_95%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
Enrolment in secondary education,https://data.un.org/Data.aspx?q=africa&d=GenderStat&f=inID%3a64%3bcrID%3a79,Gender Info,javascript:;
Annual number of births (Births),https://data.un.org/Data.aspx?q=africa&d=SOWC&f=inID%3a75%3bcrID%3a483%2c484%2c485%2c494%2c535,The State of the World’s Children,javascript:;
Average annual rate of inflation,https://data.un.org/Data.aspx?q=africa&d=SOWC&f=inID%3a79%3bcrID%3a483%2c484%2c485%2c494%2c535,The State of the World’s Children,javascript:;
Total fertility rate (per woman),https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3atfr%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
"Coffee, decaffeinated or roasted",https://data.un.org/Data.aspx?q=africa&d=ICS&f=cmID%3a23911-0%3bcrID%3a710,Industrial Commodity Statistics Database,javascript:;
Pulp from fibres other than wood,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a1668%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Coverage of people receiving ART,https://data.un.org/Data.aspx?q=africa&d=UNAIDS&f=inID%3a133%3bcrID%3a204%2c278%2c281%2c901%2c902,UNAIDS Data,javascript:;
"Broad beans and horse beans, dry",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a181%3bcountryCode%3a5100%2c5101%2c5102%2c5103%2c5105,FAOSTAT,javascript:;
"Industrial roundwood, coniferous",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a1866%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Life expectancy at birth (years),https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3aWHOSIS_000001%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
Income share held by highest 20%,https://data.un.org/Data.aspx?q=africa&d=WDI&f=Indicator_Code%3aSI.DST.05TH.20%3bCountry_Code%3aZAF,World Development Indicators,javascript:;
Income share held by highest 10%,https://data.un.org/Data.aspx?q=africa&d=WDI&f=Indicator_Code%3aSI.DST.10TH.10%3bCountry_Code%3aZAF,World Development Indicators,javascript:;
Population using solid fuels (%),https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3aWHS5_512%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
Children left in inadequate care,https://data.un.org/Data.aspx?q=africa&d=SOWC&f=inID%3a240%3bcrID%3a484,The State of the World’s Children,javascript:;
"Aluminum, unwrought, not alloyed",https://data.un.org/Data.aspx?q=africa&d=ICS&f=cmID%3a41431-1%3bcrID%3a710,Industrial Commodity Statistics Database,javascript:;
Raw hides and skins of buffaloes,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a957%3bcountryCode%3a5100%2c5103,FAOSTAT,javascript:;
Table 4.2 Rest of the world (S.2),https://data.un.org/Data.aspx?q=africa&d=SNA&f=group_code%3a402%3bcountry_code%3a710,National Accounts Official Country Data,javascript:;
Daily newspapers:number of titles,https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aC_N_500032%3bref_area%3aZAF,UIS Data Centre,javascript:;
"Trade of goods, US$, HS, 21 Miscellaneous edible preparations",https://data.un.org/Data.aspx?q=africa&d=ComTrade&f=_l1Code%3a22%3brtCode%3a710,Commodity Trade Statistics Database,javascript:;
"Meat of turkeys, fresh or chilled",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a1080%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104,FAOSTAT,javascript:;
Population proportion over 60 (%),https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3aWHS9_92%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
"Meat of camels, fresh or chilled (indigenous)",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a1137%3bcountryCode%3a5100%2c5101%2c5102%2c5103%2c5105,FAOSTAT,javascript:;
Annual population growth rate (%),https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3aWHS9_97%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
Number of male deaths (thousands),https://data.un.org/Data.aspx?q=africa&d=PopDiv&f=variableID%3a62%3bcrID%3a1833%2c1834%2c710%2c903%2c910%2c911%2c912%2c913%2c914,World Population Prospects: The 2022 Revision,javascript:;
Girls' share of primary enrolment,https://data.un.org/Data.aspx?q=africa&d=GenderStat&f=inID%3a74%3bcrID%3a79,Gender Info,javascript:;
Maternal mortality ratio reported,https://data.un.org/Data.aspx?q=africa&d=SOWC&f=inID%3a98%3bcrID%3a494,The State of the World’s Children,javascript:;
Other papers mainly for packaging,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a1622%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
"Industrial roundwood, coniferous (export/import)",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a1651%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Timely complementary feeding rate,https://data.un.org/Data.aspx?q=africa&d=SOWC&f=inID%3a126%3bcrID%3a483%2c484%2c494%2c535,The State of the World’s Children,javascript:;
Female genital mutilation/cutting,https://data.un.org/Data.aspx?q=africa&d=SOWC&f=inID%3a130%3bcrID%3a483%2c484%2c535,The State of the World’s Children,javascript:;
Primary Graduation Age population,https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aGAP_1%3bref_area%3aZAF,UIS Data Centre,javascript:;
"Air transport, passengers carried",https://data.un.org/Data.aspx?q=africa&d=WDI&f=Indicator_Code%3aIS.AIR.PSGR%3bCountry_Code%3aAFE%2cAFW%2cMEA%2cMNA%2cSSA%2cSSF%2cTMN%2cTSS%2cZAF,World Development Indicators,javascript:;
Life expectancy at age 60 (years),https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3aWHOSIS_000015%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
Ploughs for agricultural purposes,https://data.un.org/Data.aspx?q=africa&d=ICS&f=cmID%3a44110-1%3bcrID%3a710,Industrial Commodity Statistics Database,javascript:;
Land area equipped for irrigation,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a6690%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
"Meat of buffalo, fresh or chilled",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a947%3bcountryCode%3a5100%2c5103,FAOSTAT,javascript:;
"Meat of chickens, fresh or chilled",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a1058%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
"Meat of turkeys, fresh or chilled (indigenous)",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a1087%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104,FAOSTAT,javascript:;
"Compulsory Education, Starting age",https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aCEAGE_1%3bref_area%3aZAF,UIS Data Centre,javascript:;
Prevalence of obesity among adults,https://data.un.org/Data.aspx?q=africa&d=GenderStat&f=inID%3a43%3bcrID%3a79,Gender Info,javascript:;
Prevalence of underweight children,https://data.un.org/Data.aspx?q=africa&d=GenderStat&f=inID%3a44%3bcrID%3a79,Gender Info,javascript:;
Population proportion under 15 (%),https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3aWHS9_89%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
New businesses registered (number),https://data.un.org/Data.aspx?q=africa&d=WDI&f=Indicator_Code%3aIC.BUS.NREG%3bCountry_Code%3aZAF,World Development Indicators,javascript:;
Margarine and similar preparations,https://data.un.org/Data.aspx?q=africa&d=ICS&f=cmID%3a21680-1%3bcrID%3a710,Industrial Commodity Statistics Database,javascript:;
Central government - cash receipts,https://data.un.org/Data.aspx?q=africa&d=IFS&f=SeriesCode%3ac1%3bCountryCode%3a199,International Financial Statistics,javascript:;
Central government - cash payments,https://data.un.org/Data.aspx?q=africa&d=IFS&f=SeriesCode%3ac2%3bCountryCode%3a199,International Financial Statistics,javascript:;
Annual number of under-five deaths,https://data.un.org/Data.aspx?q=africa&d=SOWC&f=inID%3a76%3bcrID%3a483%2c484%2c485%2c494%2c535,The State of the World’s Children,javascript:;
Time to resolve insolvency (years),https://data.un.org/Data.aspx?q=africa&d=WDI&f=Indicator_Code%3aIC.ISV.DURS%3bCountry_Code%3aAFE%2cAFW%2cMEA%2cMNA%2cSSA%2cSSF%2cTMN%2cTSS%2cZAF,World Development Indicators,javascript:;
Proportion of population urbanised,https://data.un.org/Data.aspx?q=africa&d=SOWC&f=inID%3a116%3bcrID%3a483%2c484%2c485%2c494%2c535,The State of the World’s Children,javascript:;
Number of pharmaceutical personnel,https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3aHRH_19%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
Other paper and paperboard n.e.s. (not elsewhere specified),https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a1683%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
"Wood chips, particles and residues",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a1695%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Military expenditure (current LCU),https://data.un.org/Data.aspx?q=africa&d=WDI&f=Indicator_Code%3aMS.MIL.XPND.CN%3bCountry_Code%3aZAF,World Development Indicators,javascript:;
"GDP, PPP (current international $)",https://data.un.org/Data.aspx?q=africa&d=WDI&f=Indicator_Code%3aNY.GDP.MKTP.PP.CD%3bCountry_Code%3aAFE%2cAFW%2cMEA%2cMNA%2cSSA%2cSSF%2cTMN%2cTSS%2cZAF,World Development Indicators,javascript:;
"GNI, PPP (current international $)",https://data.un.org/Data.aspx?q=africa&d=WDI&f=Indicator_Code%3aNY.GNP.MKTP.PP.CD%3bCountry_Code%3aAFE%2cAFW%2cMEA%2cMNA%2cSSA%2cSSF%2cTMN%2cTSS%2cZAF,World Development Indicators,javascript:;
Children aged <5 years stunted (%),https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3aMDG_0000000027%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
Leprosy - number of reported cases,https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3aWHS3_45%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
Rubella - number of reported cases,https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3aWHS3_57%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
Measles - number of reported cases,https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3aWHS3_62%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
"Other potassic fertilizers, n.e.c.",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a4018%3bcountryCode%3a202,FAOSTAT,javascript:;
"Broad beans and horse beans, green",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a420%3bcountryCode%3a5100%2c5101%2c5103%2c5105,FAOSTAT,javascript:;
"Tangerines, mandarins, clementines",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a495%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Agriculture area certified organic,https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a6672%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
"Meat of buffalo, fresh or chilled (indigenous)",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a972%3bcountryCode%3a5100%2c5103,FAOSTAT,javascript:;
Malaria - number of reported deaths,https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3aMALARIA001%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
People who inject drugs: Condom use,https://data.un.org/Data.aspx?q=africa&d=UNAIDS&f=inID%3a15%3bcrID%3a278%2c281%2c901%2c902,UNAIDS Data,javascript:;
